run,epoch,loss,accuracy
2,1,1.6210459827312402,47.32142857142857
2,2,1.4889051118599517,54.017857142857146
2,3,1.3359384371766023,57.142857142857146
2,4,1.2741091180193638,58.482142857142854
2,5,1.1099919636866875,62.05357142857143
2,6,1.1292440106293984,61.830357142857146
2,7,1.0759099458477326,64.95535714285714
2,8,0.9611301458041582,68.30357142857143
2,9,0.8973478136051979,73.66071428571429
2,10,0.7371396723070315,78.125
