Epoch,Loss,Accuracy
1,1.7194364635007722,47.098214285714285
2,1.477707861523543,47.098214285714285
3,1.3133153242192097,47.098214285714285
4,1.3133153242192097,58.25892857142857
5,1.273568116394537,60.49107142857143
