Run,Epoch,Loss,Accuracy
1,1,1.7762234269508295,42.857142857142854
1,2,1.516737968793937,52.00892857142857
1,3,1.3815832366900784,54.6875
1,4,1.2584193830511399,59.151785714285715
1,5,1.169332261330315,62.723214285714285 
1,6,1.0547315021976829,64.0625
1,7,1.0966933025047183,63.61607142857143
1,8,1.0780526074979986,66.96428571428571
