iteration,epoch,accuracy,loss,val_accuracy,val_loss
3,1,0.3891,3.836,0.3222,7.7205
3,2,0.6152,1.847,0.2111,8.1051
3,3,0.6912,1.12,0.5444,2.1271
3,4,0.7704,0.7892,0.6667,1.3552
3,5,0.8062,0.6818,0.7667,1.118
3,6,0.8563,0.4833,0.7778,0.8504
3,7,0.8228,0.5831,0.7889,1.154
3,8,0.8249,0.654,0.8111,0.7264
3,9,0.8658,0.4198,0.8111,0.9143
3,10,0.8971,0.3748,0.8222,0.8125
